"En,sinhala"
"shook,තිගැස්සුණු "
"shoot ahead,තරඟකරුවන් අබිබවා ඉදිරියට එනවා"
"shoot down,වෙඩිතබා මරනවා "
"shoot out,තීරණාත්මක වෙඩි හටන"
"shoot up,වේගයෙන් වැඩෙනවා "
"shoot,වෙඩි තියනවා "
"shooter,වෙඩි තබන්නා "
"shooting star,උල්කාපාතය"
"shooting,වෙඩි තැබීම "
"shop around,වඩා ලාභ දේ සොයා යනවා"
"shop steward,කම්කරුවන් නියෝජනයට තෝරා පත් කරගත් තැනැත්තා"
"shop walker,සාප්පු සේවක පාලක"
"shop worker,සාප්පු සේවකයා"
"shop-lifting,සාප්පුවලින් බඩු සොරකම් කිරීම"
"shop,කඩය "
"shopkeeper,කඩ හිමියා හෝ කඩය පාලනය කරන්නා"
"shoplifter,සාප්පුවලින් බඩු හොරකම් කරන්නා"
"shopper,සාප්පු‍ යන්නා"
"shopping,සාප්පුවෙන් ගත් බඩු"
"shoran,රේඩාර් සංඥා දෙකක් භාවිතයෙන් කෙරෙන කෙටි දුර ගුවන් යානා මෙහෙයුම් ක්‍රමය"
"shore leave,නැවකින් ගොඩබිමට යාමට ලැබෙන අවසරය"
"shore line,වෙරළ තීරය"
"shore-going,වෙරළ අසල හැසිරෙන"
"shore,වෙරළ "
"shorn,කපා ඉවත් කළ"
"short change,මාරු සල්ලි අඩුවෙන් දීම"
"short circuit,ලඝු පරිපථය"
"short notice,කෙටි දැනුම් දීම"
"short range,කෙටි මානයෙන් "
"short-circuit,ලුහුවත් කරනවා"
"short-comings,අඩු ලුහුඬුකම්"
"short-cut,කෙටි මඟ "
"short-handed,අවශ්‍ය තරම් සේවකයන් නැති"
"short-lived,තාවකාලික "
"short-sighted,අවිදුර දෘෂ්ටිකත්වයෙන් යුත් "
"short-sleeved,අත්කොට"
"short-temper,ඉක්මන් කේන්තිය"
"short-term,කෙටිකාලීන"
"short-winded,කෙටි හුස්ම ඇති "
"short,කොට "
"shortage,අඩුව "
"shortcomings,අඩු ලුහුඬුකම්"
"shorten,අඩු කරනවා "
"shortening,කෙටි කිරීම"
"shortest,කෙටිතම"
"shortfall,අඩුව "
"shorthand,ලඝු ලේඛනය"
"shortlist,අපේක්ෂකයින් තෝරා ගැනීමේ අවසන් කෙටි ලේඛනය"
"shortly,කල් නොයා ම "
"shortness,මිටි බව"
"shorts,කොට කලිසම"
"shortsightedness,දුර ඇති වස්තූන් බොඳ වී පෙනීමේ දෘෂ්ටි ආබාධය"
"shorty,මිට්ටා "
"shot-put,යගුලිය විසි කිරීම"
"shot,වෙඩිල්ල "
"shots,උණ්ඩ "
"shoulder bag,උර මල්ල"
"shoulder blade,උරපත්ත"
"shoulder note,පිටුවක උඩ යොදන උපදෙස් සටහන"
"shoulder strap,උරපටිය"
"shoulder-length,උරහිසට වැටෙන"
"shoulder,උරහිස "
"shouldered,උරදෙන"
"shout,කෑ ගසනවා "
"shouting,කෑ ගැසීම"
"shove off,වෙරළේ සිට බෝට්ටුවක් දියත් කරනවා"
"shove,තල්ලු කරනවා "
"shovel,ඉස්කෝප්පය "
"shoveler,තාරා විශේෂයක්"
"shoveller,ඉස්කෝප්පයක් භාවිත කරන්නා"
"shovels,ඉස්කෝප්ප"
"show down,තීරණාත්මක අවස්ථාව"
"show off,වාසිය සඳහා විදහා පානවා "
"show piece,ප්‍රදර්ශනයට තැබූ යමක් "
"show room,ප්‍රදර්ශනාගාරය"
"show up,වංචාවක් හෙළි දක්වනවා"
"show-case,සාප්පුවක බඩු දක්වීමට තබා ඇති අල්මාරිය"
"show,පෙන්වනවා "
"shower proof,වැසිරෝධක "
"shower,මඳ වැස්ස "
"showers,මඳ වැසි "
"showery,වැසි සහිත"
"showing,පෙන්වීම "
"showman,නාට්‍ය නිෂ්පාදකයා "
"showmanship,නාට්‍යමය දේ ඉදිරිපත් කිරීමට ඇති හැකියාව"
"shown,ඉදිරිපත් කළ "
"showy,අලංකාර "
"shrapnel,බෝම්බ පිපිරීමේ දී විසිවන උණ්ඩ කැබලි"
"shred,කැබැල්ල "
"shredder,කඩදාසි තීරුවලට ඉරන යන්ත්‍රය "
"shrew,මීයකු වැනි සතෙක් "
"shrewd,විචක්ෂණශීලී "
"shrewdness,විචක්ෂණශීලීබව "
"shrewish,කලහකාරී"
"shriek,යටිගිරියෙන් කෑගහනවා "
"shrift,පූජකයෙකුට කරන පාපෝච්චාරණය "
"shrike,කුරුලු විශේෂයක්"
"shrill,තියුණු හඬ"
"shrillness,ඉහළ තාරතාවකින් යුතු හඬ"
"shrimp,කූනිස්සා "
"shrine,සිද්ධස්ථානය "
"shrink,ඇකිළෙනවා "
"shrinkage,ඇකිලීමේ ක්‍රියාවලිය "
"shrinking,ඇකිලීමේ ක්‍රියාවලිය "
"shrive,පාපොච්චාරණ අසනවා "
"shrivel,කොට වෙනවා "
"shroud,මිනීයකට අන්දවන දිග ඇඳුම "
"shrouding,මිනී ඇඳුමක එතීම "
"shrouds,කුඹේ සවි කිරීමට යොදන කඹ "
"shrub,පඳුර"
"shrubbery,පඳුර වැවූ ප්‍රදේශය"
"shrubby,පඳුරුවලින් ගැවසී ගත්"
"shrug off,නොවැදගත් යැයි බැහැරලනවා"
"shrug,උර සලනවා "
"shrunken,ඇකිළුණු"
"shudder,වෙවුලනවා "
"shuffle,කඩදාසි කුට්ටම අනනවා "
"shuffler,කුට්ටම අනන්නා "
"shun,මඟ හරිනවා "
"shunt,අයින් කරනවා "
"shunted,අයින් කළ "
"shush,නිහඬවීමට  කරන ආලාපය "
"shut down,ක්‍රියා කිරීම අත්හිටුවනවා "
"shut in,වට වෙනවා "
"shut off,ගැල්ම නවතනවා "
"shut up,සියලු ජනෙල් දොරවල් වසා තබනවා "
"shut,වහනවා "
"shutter,ඇවුරුම "
"shuttering,කොන්ක්‍රීට් දැමීමට ගන්නා තට්ටුව"
"shutting,වැසීම"
"shuttle cock,බැඩ්මින්ටන් ක්‍රීඩාවේ භාවිත කරන ෂටලය"
"shuttle service,කෙටි දුර එහා මෙහා ප්‍රවාහනය කරන රිය සේවාව"
"shuttle,අභ්‍යවකාශ ෂටලය "
"shy,ලජ්ජා සහිත "
"shylock,අනුකම්පා විරහිත මුදල් ණයට දෙන්නා"
"shyly,ලැජ්ජාවෙන්"
"shyness,ලජ්ජා සහිත බව"
"sib,ලේ නෑයෙක් "
"sibilant,ඌෂ්මාක්ෂරය"
"sibling,එක ම දෙමව්පියන්ගේ දරුවෝ"
"sibyl,පුරාණයෙහි වූ අනාවැකි කිව හැකි ස්ත්‍රීන්ගෙන් කෙනෙක් "
"sibylline,අනාවැකි කියන්නියකට අදාළ "
"sic,උපුටා දක්වන ලද්ද එසේ ම යැයි දැක්වීම "
"siccative,පරිශෝකය "
"sick bay,නැවක රෝහලක් සේ පාවිච්චි කරන කොටස "
"sick,අසනීප වූ "
"sicken,පිළිකුල් උපදවනවා "
"sickening,පිළිකුල් සහගත "
"sicker,පිළිකුල හෝ වමනය දනවන දෙය"
"sickish,මඳක් අසනීපයෙන් සිටින"
"sickle,දෑකැත්ත "
"sickly,රෝගී "
"sickness,අසනීපය "
"side chain,අනුක ව්‍යුහයක්"
"side dish,ප්‍රධාන ආහාරයට අතිරේක බොජුන"
"side effect,අතුරු ඵලයක් "
"side glance,මඳ බැල්මක්"
"side issue,නොවැදගත් අප්‍රධාන කරුණ"
"side light,අතිරේක තොරතුර "
"side line,ක්‍රීඩා පිටියක අංශයේ මායිම් රේඛාව "
"side show,අප්‍රධාන සිද්ධියක් හෝ කරුණක් "
"side step,පැත්තකට තැබූ අඩිය "
"side track,කල් දමනවා "
"side,පැත්ත "
"sideband,පැති කලාපය"
"sideboard,කෑම කාමරයේ තබන අල්මාරියක්"
"sidecar,මෝටර් සයිකලයට යා කළ රථය"
"sided,පැති සහිත"
"sidelight,පසෙක ආලෝකය "
"sidelong,එක් පසෙකට ඇල වූ"
"sidereal day,නක්ෂත්‍ර දවස"
"sidereal time,නක්ෂත්‍ර කාලය"
"sidereal year,නක්ෂත්‍ර  වර්ෂය"
"sidereal,තාරකා හා නැකැත් සම්බන්ධ"
"siderite,සිඩරයිට්"
"sides,පැති "
"sidewalk,පදික වේදිකාව"
"sideways,එක් පැත්තකට "
"siding,දුම්රිය උපපථය"
"sidle,පසෙකටව ඔතෑනි ලෙස ඇවිදිනවා "
"siege-train,වටලෑමට වුවමනා කාලතුවක්කු සහ භටයන්"
"siege,යටත් කර ගැනීමට වටලෑම "
"sienna,සායම් ලෙස භාවිත කරන යකඩ මල පැහැ පස "
"sierra,උස් කඳු වැටිය"
"siesta,සවස නින්ද"
"sieve,පෙනේරය "
